id,public_name,lat,lng,address,postal_code
toapayoh-lorong8toapayoh-blk213,Toa Payoh/Lorong 8 Toa Payoh/Blk 213,1.341068,103.8551,213 Lorong 8 Toa Payoh,310213
toapayoh-toapayohnorth-blk206,Toa Payoh/Toa Payoh North/Blk 206,1.342474,103.84704,206 Toa Payoh North,310206
queenstown-commonwealthavenue-blk7b-deck1b,Queenstown/Commonwealth Avenue/Blk 7B/Deck 1B,1.306364,103.79504,7B Commonwealth Avenue,142007
jurongwest-jurongweststreet81-blk832a-deckbasement,Jurong West/Jurong West Street 81/Blk 832A/Deck Basement,1.344525,103.69462,832A Jurong West Street 81,641832
tampines-tampinesstreet22-blk299a,Tampines/Tampines Street 22/Blk 299A,1.350399,103.95424,299A Tampines Street 22,521299
clementi-clementiweststreet2-blk727,Clementi/Clementi West Street 2/Blk 727,1.304208,103.763558,727 Clementi West Street 2,120727
bukitmerah-hendersonroad-blk96-deck1a,Bukit Merah/Henderson Road/Blk 96/Deck 1A,1.287793,103.821375,96 Henderson Road,150096
tampines-tampinesavenue8-blk879c-deck1a,Tampines/Tampines Avenue 8/Blk 879C/Deck 1A,1.351144,103.928663,879C Tampines Avenue 8,523879
punggol-punggolfield-blk204-deckb1,Punggol/Punggol Field/Blk 204/Deck B1,1.398494,103.90305,204 Punggol Field,820204
bukitbatok-bukitbatokwestavenue5-blk436-deck1a,Bukit Batok/Bukit Batok West Avenue 5/Blk 436/Deck 1A,1.358769,103.739499,436 Bukit Batok West Avenue 5,650436
bukitmerah-telokblangahrise-blk32,Bukit Merah/Telok Blangah Rise/Blk 32,1.273125,103.82106,32 Telok Blangah Rise,90032
